id	name	signal
1	ENSP00000217420	1
2	ENSP00000316909	1
3	ENSP00000381293	0.6666666666666666
4	ENSP00000221485	1
5	ENSP00000263160	1
6	ENSP00000270349	1
7	ENSP00000387549	1
8	ENSP00000298472	1
9	ENSP00000363229	1
10	ENSP00000353362	0.7857142857142857
11	ENSP00000360423	0.7272727272727273
12	ENSP00000261837	0.5294117647058824
13	ENSP00000297323	0.1836734693877551
14	ENSP00000342952	0.1702127659574468
15	ENSP00000260600	0.1836734693877551
16	ENSP00000419361	0.2692307692307692
17	ENSP00000311405	0.1836734693877551
18	ENSP00000378187	0.17391304347826086
19	ENSP00000286355	0.20833333333333334
20	ENSP00000294016	0.16326530612244897
21	ENSP00000355155	0.8571428571428571
22	ENSP00000234389	0.8571428571428571
23	ENSP00000382434	0.2727272727272727
24	ENSP00000312262	0.5
25	ENSP00000317578	0.5
26	ENSP00000382428	1
27	ENSP00000312126	0.19148936170212766
28	ENSP00000469689	1
29	ENSP00000338185	0.24528301886792453
30	ENSP00000380442	0.2727272727272727
31	ENSP00000310447	0.375
32	ENSP00000317379	0.375
33	ENSP00000307900	0.25
34	ENSP00000343027	0.358974358974359
35	ENSP00000312999	0.358974358974359
36	ENSP00000358867	0.358974358974359
37	ENSP00000262494	0.5789473684210527
38	ENSP00000286548	0.3023255813953488
39	ENSP00000360141	0.22916666666666666
40	ENSP00000481878	0.5789473684210527
41	ENSP00000305260	0.5294117647058824
42	ENSP00000229264	0.5555555555555556
43	ENSP00000294117	0.5294117647058824
44	ENSP00000375727	0.5294117647058824
45	ENSP00000359675	0.5294117647058824
46	ENSP00000371594	0.5555555555555556
47	ENSP00000363411	0.5294117647058824
48	ENSP00000248564	0.5294117647058824
49	ENSP00000248572	0.5555555555555556
50	ENSP00000426022	0.5294117647058824
51	ENSP00000290472	0.2727272727272727
52	ENSP00000428994	0.9090909090909091
53	ENSP00000296526	0.9166666666666666
54	ENSP00000481554	0.8888888888888888
55	ENSP00000282499	0.875
56	ENSP00000382791	1
57	ENSP00000397026	1
58	ENSP00000362183	1
59	ENSP00000435648	1
60	ENSP00000262895	1
61	ENSP00000360608	0.7333333333333333
62	ENSP00000379818	0.6875
63	ENSP00000477455	0.75
64	ENSP00000293190	0.8333333333333334
65	ENSP00000263269	0.8333333333333334
66	ENSP00000354896	0.5454545454545454
67	ENSP00000378492	0.75
68	ENSP00000355316	0.75
69	ENSP00000440556	0.75
