V1	V2
245.70326850094943	-669.7841862891291
224.6852157712885	-655.0542190571297
175.0266840919229	-604.8734259995622
227.64431545855265	-668.1605283807054
212.482462773258	-659.7419669129309
-154.28142489771128	-726.9479330529637
-154.28142489771128	-706.9479330529637
-134.28142489771128	-706.9479330529637
-134.28142489771128	-726.9479330529637
-155.41967697127285	-585.8404115643835
-135.41967697127285	-585.8404115643835
90.29520541443125	-663.9855353917293
-155.41967697127285	-565.8404115643835
-134.59996541331526	-687.3345260516217
-135.7382174868769	-565.5899235318335
-154.91850592891933	-687.4025785346761
211.46421912954935	-673.4799900594439
222.57502456418908	-680.5400217881638
194.02940562732203	-665.8189426248371
88.19986706862377	-649.8538397874751
101.49617575059378	-639.8161545191246
-50.9787109140015	-638.1243320880341
25.39742094504574	-560.8573002335133
-6.319399157329993	-555.0416123826839
47.2086912485507	-575.6191360115796
-134.59323587791718	-666.5672934640869
-17.178614441247785	-567.8347557903537
13.33001528394169	-573.832018280798
16.467771617045468	-542.7774552492424
29.903314216770458	-577.4544967683406
33.07409712541505	-543.113296947735
174.9854418096842	-716.758493338631
167.2867004443797	-727.5249411061807
78.81933251442514	-613.5411642049735
-67.85407952544708	-640.5393609497381
-64.52885349439892	-711.5091878445551
137.92246304574894	-670.731353185798
9.280170051974626	-556.6849327616965
98.77402826572299	-626.5878600072923
-25.417333624439987	-672.5614493101776
85.52327550951165	-622.8129677356994
270.4018579501268	-668.2581452116433
278.22180482880543	-658.6145778651892
281.46173688427325	-675.7440634203688
45.286073130162016	-616.2352604321052
27.29987174915256	-617.4058330180578
34.03172452935259	-597.2231825964369
38.223860909465316	-634.5134991795734
12.80094650570083	-665.7859385153625
51.624401492138716	-598.9600227135012
13.607520266572863	-633.1857581798303
-10.005799862002661	-645.5913579108133
-4.77480698810427	-626.119969914247
-29.61737354042309	-602.6025233026202
-41.59970844174407	-620.670724026992
-50.629826539620666	-603.3729370852711
-1.8594637384875685	-588.8635057619956
-61.22131395477368	-586.1322901720622
-63.214753010270876	-619.9419300534413
9.1922015889142	-611.1520583837339
-10.546321245220462	-605.652075142964
89.72286432076184	-612.8669925026144
149.55848423520277	-703.7230034313743
146.09690562852865	-686.9210584826353
164.55551568197555	-704.4944548101312
161.85889207866327	-688.1096949911239
164.9533004956691	-619.7771133644294
153.38975211511402	-612.7939230392171
61.70288205555027	-618.7737223465795
163.2315654821969	-632.810443355043
152.7303007373992	-625.1917369618841
134.9713501676384	-702.7658653606372
124.63931042215962	-729.4849756014332
134.57905326916048	-738.77156667087
144.48128485768783	-719.5160544162279
149.8234583846205	-731.614589393808
23.292703552690416	-647.9747832066246
6.7172182571471435	-529.2272718256495
-51.59989379693205	-551.9790632204356
-21.84792929426048	-552.3810399034564
7.13153859131623	-651.7308426735483
-2.4065847102397195	-540.7658219645207
-35.39854247367136	-543.0012635373557
25.45556081003586	-526.1490368951912
54.46304915900582	-637.9041421248241
36.382684955907116	-655.1667665347638
51.05520075926434	-656.5408933168526
-96.00613190983796	-594.4644695664656
112.73484591812435	-639.0410314467881
16.014610896191414	-593.6885136488945
-55.39005925720562	-742.4744896148684
-30.163856888267826	-657.9023134843878
-10.002235181034449	-664.8440087229633
-48.45478465391187	-655.944379728412
74.58543395236849	-722.9636156972907
67.54500429026132	-702.9034279708117
-22.926684216019268	-622.3335086486745
-154.91850592891933	-647.4025785346761
94.24873888071178	-723.172183615197
108.242054613479	-730.3170114172503
127.51196269312207	-689.5117542799281
94.48356733326487	-753.5981937616009
138.13819094847727	-754.8976424518336
80.77519784484507	-680.6052683258931
69.4491611022733	-666.595583450572
61.31988233342589	-684.4940320662126
28.711281234119323	-690.3731725399604
45.46134950425421	-677.000525209515
29.228907542597973	-671.8188980430145
7.418146816818606	-729.0287287192352
24.325219048302532	-720.3032269924828
-40.259264873215955	-585.4897110128331
-29.95741108239882	-641.1029649646921
91.03344412868734	-633.3231063494515
76.1225270939668	-634.6353324030883
66.96742608293496	-650.1989654272919
-134.91850592891933	-647.4025785346761
87.57508236273067	-590.6828661592511
116.38272750734684	-616.1796630838223
-20.123196131554984	-584.6425845992396
103.82523402735221	-615.3583645434912
120.56612590435168	-628.1609050147646
109.40742383166224	-627.641307296014
0.40781259056408914	-710.7090463344575
1.4267824881305093	-822.0775695459934
-155.6178810106539	-547.5781633925292
-64.19380762491875	-655.9655662036246
42.26264861817526	-558.8409854612211
-92.96310264909309	-639.5088351633202
-48.253862243579185	-533.5847371011508
-88.54546695942054	-659.3094671759028
34.406075269837814	-839.6759238839034
17.950745055303592	-825.6542525302759
21.041666813604856	-838.0717552307908
35.688243600632056	-806.6357043260138
2.6179528922747997	-763.5773304477881
-0.41765059936469795	-678.5692791299067
-14.423945827662939	-809.6761833994021
4.682078136013706	-695.2911462633809
-15.321298534199506	-710.7271051519912
-7.792941132535927	-742.6148658661306
-58.851533281462146	-670.759432034483
20.158073934327813	-739.3355305790075
-42.17026188095884	-669.0493232544048
44.91791662019813	-705.3430496293721
27.699902351832005	-761.4731252968874
61.46801555532387	-585.5504110441432
69.78450190986676	-596.559744551486
-79.00567394820118	-590.2125620625546
69.90497028028354	-575.6977713999071
103.29956834053289	-577.797821880497
104.29992384987166	-599.7006450169616
132.84673865255843	-589.5587253447716
119.54669918972124	-596.8633518215937
61.029534836970136	-715.5427485990535
-135.6178810106539	-547.5781633925292
10.215536374359777	-791.841556757774
44.730089496493264	-725.754958608733
-45.251477430030654	-701.0307734206303
-28.44008059828968	-720.0293567295845
-23.126390465393868	-733.1751055470824
-14.010792839108515	-683.2282237201991
-31.752613658836268	-686.8341093611039
-64.11747376489124	-689.9499011727142
15.32254354110055	-753.7323779907456
120.6536423372396	-582.9856861991695
1.3036271356495952	-750.7898556744703
-135.73809633063257	-531.4761603886118
-26.28025689294337	-803.3783664602698
129.76575380737415	-619.4410708334726
142.15831721396606	-630.66106683455655
99.59090474780491	-691.2492634699887
112.01655227226037	-711.8700447681457
96.49934894512825	-704.1300463963913
114.75913116000133	-696.9037616231773
127.06818579054163	-715.7802309188435
-1.0859063072947372	-809.4500042599554
-48.412136896315616	-684.1177421405075
31.002643012647503	-824.5954368229507
-12.19537970005169	-823.7459072863213
131.1224681498491	-603.2478719542584
-11.322784953955304	-792.7039634722572
15.73870973123858	-681.03655068035755
-58.266195878864266	-801.5998021146388
-110.94897950138926	-819.1475832537718
-154.64138653093445	-819.6864088058583
-148.44175424876408	-832.6687176912787
-134.78259594006485	-620.5732345847865
-97.45894580379223	-835.3966908874462
-134.52365813244893	-826.6050762594814
-58.83947401376213	-782.0995792083268
179.58501705681113	-762.9724063996376
-42.372171439874705	-759.240451073409
187.87055595625122	-770.8850888480306
-108.51265952243942	-787.602208797999
-125.90087686908409	-814.927268656491
-135.0848203964486	-839.9697407684973
-148.5039474822396	-804.9110432886112
-133.29776798035564	-803.1615490969097
141.62979767929232	-521.5760163602625
154.67745914285538	-530.7635881654373
152.94189559069952	-512.4257763472033
-154.86282025754664	-620.3863789189816
189.57156824641194	-757.2129609625824
-43.31170431513417	-518.5713783714124
-18.030483585833384	-538.1952804828463
-24.427816885786108	-512.6004398843095
-10.647465228859163	-525.0779280037195
11.427317377869748	-514.3618221481419
-78.97697020963945	-648.2272267228557
-75.36210204247708	-668.7053506528837
-81.78307427990376	-629.2211137903721
157.4024525173842	-752.532007777733
-69.48552629872133	-555.8965326840769
-6.061937194110032	-510.5549359718515
-73.42490770534688	-570.3415505572757
-60.02803692777604	-566.4002946898437
-73.31174929124144	-605.2491344946974
61.95993373351495	-737.4994411010553
193.38821444612714	-646.7566241980925
-86.5008075868427	-576.6359100996623
-89.52886430301143	-610.7296071057999
167.18386698141828	-650.36245386648
-90.91149511907429	-812.9002344585826
-82.7073241279251	-824.104855729136
-141.18065422311568	-816.0671443194932
-121.89495625005308	-831.9329421203456
35.420152605395224	-742.7465100721092
76.15995814188639	-737.4571579150178
-45.87425449348905	-801.6074646138098
13.695815891511966	-712.9449637011274
176.09631428797672	-776.4718604441991
181.0296182077024	-517.5252925883652
151.12671761216123	-586.0704447623065
131.69902056465085	-631.6833299792323
269.78103600254695	-685.216493521106
-134.36164921519324	-742.1709422108771
127.56233702695835	-640.1642243397188
-36.264733802024445	-558.534055568074
148.4614456918971	-543.0083740900719
143.6337818653681	-555.0251683567426
174.3666447460263	-559.243553353143
162.7460050942449	-551.7668491357251
168.84350258114944	-538.9861144411192
182.20116332770527	-547.8035725413683
202.1942633363242	-494.8099817422969
124.51597664467636	-520.3474396283111
161.1955056560193	-565.6908577603365
134.76999334692027	-536.9806748287958
182.99104302284746	-533.3808029689245
209.98810120160402	-505.19812072234987
-154.36164921519324	-761.4293405285669
-154.4084909093323	-742.2177839050162
256.87863562965595	-676.9148853594023
257.85084528169597	-662.6204884165461
-155.10113645566878	-602.3799096920729
168.24045115782963	-520.893391557324
-135.10113645566878	-602.3799096920729
187.63596196158028	-613.0730500936071
21.33594593818993	-703.2473604129405
172.58776262735887	-485.0501223510334
-154.96534762305853	-666.2888651072238
50.62980422120944	-538.457094855448
-77.25607939174685	-803.003588836063
-18.82012487851461	-771.9637565163746
-26.20999241655553	-820.5967301920489
-22.809851808254383	-698.6118448191888
121.19442069432998	-671.7425524052036
-47.853967709674194	-568.5953532493406
-1.6246605624317896	-570.8393812256575
-29.6232433977223	-528.0193117259356
-62.981166087735886	-539.5128501664917
-32.67858365753338	-570.9461215476874
-68.83864424887811	-814.4747404581617
60.54561964129592	-558.8398574531695
101.32959290505858	-784.7190785553979
38.39248470159502	-754.686349860012
8.27889756298383	-777.8126374851482
188.19375012098072	-678.6168759468379
183.25365628043028	-694.2535607687665
187.50082428848262	-706.2514445769887
139.195461577013	-786.1765825629165
52.41428582546281	-747.4616044191903
-85.87412717195271	-534.7789051898762
112.63049607462733	-681.2997001617078
110.06993815474667	-750.2367808361903
120.71569229726371	-762.6305917727225
101.16794365431306	-768.2133577147604
72.19865761644881	-813.5075434162188
71.79110870109815	-785.817775135897
81.38621830520277	-771.2818586084167
74.4015836363288	-755.854222078661
42.381609287147796	-790.1825716498514
86.47032841320151	-795.3663407907084
56.47067144800416	-799.9176104952431
90.04658309102045	-811.3753675630945
115.55117861994343	-785.4375525203473
57.29048815604032	-781.6793320978431
28.15751778201464	-777.8237634595561
62.96757518475864	-766.5088437708242
47.84162718947107	-762.8176581321045
41.779836437516956	-775.0516765597508
101.13922102259392	-798.8458783670911
-8.696713161658119	-725.8527625038015
-40.29794668986371	-735.0651064041342
-28.935294728517587	-747.8579229393641
-18.23085386449661	-752.9897255599284
-52.200027130537826	-723.4222969291152
-40.676267217160586	-720.1161659661243
101.20538887634214	-657.9481692706356
-52.03966318218171	-765.4307756432426
108.2474958478052	-666.2261551511073
93.78037906232375	-741.1828920154948
100.18091910076566	-678.0027383541124
155.30799829290353	-803.0179241809129
82.46970879850886	-602.9655361604692
91.71988792923872	-601.5162334116347
43.33911869078906	-829.9656716563296
121.11973521110127	-653.1303565106234
139.64608240703313	-649.4168353402796
151.7160465687971	-656.055453152467
