V1	V2
-53.102076884297624	-639.0134251276207
27.24432620094229	-559.1646560289513
-6.248737446780593	-553.169719022301
50.001642682569326	-574.5677699076772
-134.5932	-666.5673
-17.762686753955467	-566.3323157472389
14.55917641270705	-572.7492161616108
17.796443972263194	-540.2734109192756
31.971959375362694	-576.5441384809027
35.212095965679474	-540.6609700092961
177.26988699070918	-717.3768849448172
169.16726750638202	-728.746325776099
80.94368819433947	-612.9820557091958
-70.85145365977141	-641.0938791796177
-66.71798289301728	-713.2306523781717
139.412360372375	-670.4435166066736
10.221344297966356	-554.9267621796496
99.53918123055371	-625.9508802162477
-26.119917213263843	-674.018001626275
225.7921238908076	-654.1000003421265
87.4745009466741	-622.0748520108348
271.1281493442411	-668.2608422234692
279.34259832794925	-657.8816723350316
282.8346124989434	-676.0975635633157
47.80452957470817	-616.0886067870025
29.003575500981214	-617.3774813224426
36.20125167646605	-596.4869639997945
40.07156473907786	-635.0298622961362
13.420961043808468	-667.3379300443193
54.34992693338666	-598.1409662581435
14.704816933078764	-633.7260978011645
-10.198975896498869	-646.8887659869813
-4.59598701954034	-626.5745174785278
-30.765967158039686	-602.1454488445119
-43.3684899799899	-620.8793989337713
-52.903526909681716	-602.8800515877704
-1.4323172992770659	-587.8890080601096
-64.15512743183999	-584.9249008452136
-66.18189972358522	-620.2431256678655
10.08063321314071	-610.9399775517802
-10.63330889439914	-605.3006533725713
91.53395087027538	-612.2172504042491
151.1932704300479	-704.0268159924638
147.5117003202506	-686.3578340123191
166.56352176270408	-704.8231176595489
163.83924095896904	-687.428926004784
166.71764868665556	-619.1676854851493
154.4019185223856	-611.6885543144981
64.69236255210154	-618.4168719513114
164.95253894422902	-632.9330473166799
153.81490326179846	-624.7966801795893
136.19026614841195	-703.0387406027913
125.63135099428577	-730.6657390999036
136.02747330943862	-740.4658345985073
146.02779195162546	-720.3087402753556
151.64469207931873	-733.0561824882966
24.87839980448946	-649.0680238102731
7.581496797254566	-526.0939445723336
-54.221380067083686	-550.084782914394
-22.737834664329483	-550.4353273854033
7.62340168958101	-652.9956350291092
-2.066018896053877	-538.2439979524083
-37.062356626266656	-540.6196072728775
