id	name	signal
142	ENSP00000234310	0.2413793103448276
143	ENSP00000363939	0.2413793103448276
144	ENSP00000309591	0.25
145	ENSP00000359719	0.25
146	ENSP00000366488	0.25
147	ENSP00000408695	0.26153846153846155
148	ENSP00000305355	0.25
149	ENSP00000263431	0.2909090909090909
150	ENSP00000215832	0.13636363636363635
151	ENSP00000263025	0.13636363636363635
152	ENSP00000360021	0.47368421052631576
153	ENSP00000232564	0.5294117647058824
154	ENSP00000419313	0.8
155	ENSP00000266376	0.41935483870967744
156	ENSP00000288139	0.34375
157	ENSP00000472546	0.2727272727272727
158	ENSP00000316377	1
159	ENSP00000300873	0.5294117647058824
160	ENSP00000439937	0.5
161	ENSP00000305632	0.5
162	ENSP00000334382	0.5
163	ENSP00000263826	0.06666666666666667
164	ENSP00000342136	0.18181818181818182
165	ENSP00000306490	0.3333333333333333
166	ENSP00000399745	0.3333333333333333
167	ENSP00000255380	0.3333333333333333
168	ENSP00000409378	0.6666666666666666
169	ENSP00000372750	0.5
170	ENSP00000315602	1
171	ENSP00000359285	1
172	ENSP00000357461	1
173	ENSP00000261751	1
174	ENSP00000387699	0.2
175	ENSP00000480157	0.18181818181818182
176	ENSP00000357596	0.18181818181818182
177	ENSP00000451828	0.06666666666666667
178	ENSP00000375892	0.06666666666666667
179	ENSP00000306245	0.15384615384615385
180	ENSP00000392812	0.18181818181818182
181	ENSP00000346671	0.14285714285714285
182	ENSP00000078429	0.16666666666666666
183	ENSP00000407586	0.14285714285714285
184	ENSP00000371067	0.047619047619047616
185	ENSP00000243457	0.5
186	ENSP00000306497	1
187	ENSP00000477437	0.9
188	ENSP00000463778	1
189	ENSP00000375756	1
190	ENSP00000155840	0.16666666666666666
191	ENSP00000352035	1
192	ENSP00000373648	1
193	ENSP00000256078	0.14285714285714285
194	ENSP00000336790	0.21212121212121213
195	ENSP00000358548	0.14864864864864866
196	ENSP00000263967	0.07446808510638298
197	ENSP00000289153	0.07446808510638298
198	ENSP00000366563	0.07446808510638298
199	ENSP00000352121	0.16666666666666666
200	ENSP00000428056	0.07526881720430108
201	ENSP00000222254	0.07526881720430108
202	ENSP00000302486	0.12048192771084337
203	ENSP00000345055	1
204	ENSP00000381185	0.07894736842105263
205	ENSP00000329140	0.18181818181818182
206	ENSP00000365441	0.2916666666666667
207	ENSP00000355192	0.2916666666666667
208	ENSP00000282356	0.5384615384615384
209	ENSP00000381412	0.39285714285714285
210	ENSP00000379098	0.39285714285714285
211	ENSP00000339740	0.39285714285714285
212	ENSP00000319060	0.39285714285714285
213	ENSP00000078445	0.18181818181818182
214	ENSP00000262741	0.07526881720430108
215	ENSP00000276410	1
216	ENSP00000481956	0.18181818181818182
217	ENSP00000262916	1
218	ENSP00000350359	0.1875
219	ENSP00000395708	0.2857142857142857
220	ENSP00000329093	0.3333333333333333
221	ENSP00000360372	0.2
222	ENSP00000360317	0.16666666666666666
223	ENSP00000260682	0.14285714285714285
224	ENSP00000353820	0.25
225	ENSP00000360247	0.4
226	ENSP00000403644	0.625
227	ENSP00000322617	1
228	ENSP00000239223	0.3333333333333333
229	ENSP00000371929	1
230	ENSP00000251535	0.5
231	ENSP00000363512	0.2
232	ENSP00000315167	0.5
233	ENSP00000458832	0.2
234	ENSP00000369530	0.5
235	ENSP00000295454	1
236	ENSP00000274547	1
237	ENSP00000308725	1
238	ENSP00000406050	1
239	ENSP00000316244	0.75
240	ENSP00000358963	0.75
241	ENSP00000363748	0.75
242	ENSP00000307766	0.75
243	ENSP00000322924	0.75
244	ENSP00000437737	0.6
245	ENSP00000258400	0.6
246	ENSP00000276198	0.6
247	ENSP00000347754	1
248	ENSP00000353915	0.5
249	ENSP00000287907	0.6666666666666666
250	ENSP00000289753	0.5
251	ENSP00000337949	0.5
252	ENSP00000284981	1
253	ENSP00000290277	0.15625
254	ENSP00000333496	1
255	ENSP00000433295	0.7777777777777778
256	ENSP00000357067	0.875
257	ENSP00000427120	0.5
258	ENSP00000340684	0.4166666666666667
259	ENSP00000367309	0.4166666666666667
260	ENSP00000354612	0.25
261	ENSP00000356438	0.16666666666666666
262	ENSP00000251849	0.13157894736842105
263	ENSP00000288602	0.15
264	ENSP00000250018	0.3333333333333333
265	ENSP00000311032	0.13157894736842105
266	ENSP00000260191	1
267	ENSP00000417901	0.5
268	ENSP00000306866	0.1111111111111111
269	ENSP00000037243	0.1111111111111111
270	ENSP00000379845	0.16666666666666666
271	ENSP00000266458	0.1111111111111111
272	ENSP00000366233	0.7142857142857143
273	ENSP00000393097	1
274	ENSP00000421828	1
275	ENSP00000359337	1
276	ENSP00000264318	1
277	ENSP00000335592	1
278	ENSP00000274545	1
279	ENSP00000367848	1
280	ENSP00000359353	1
281	ENSP00000295452	1
282	ENSP00000410732	1
283	ENSP00000479113	1
284	ENSP00000430100	1
285	ENSP00000350928	0.16666666666666666
286	ENSP00000365437	0.16666666666666666
287	ENSP00000469332	1
288	ENSP00000328875	1
289	ENSP00000362680	0.10810810810810811
290	ENSP00000334002	1
291	ENSP00000259455	0.7142857142857143
292	ENSP00000354511	0.3333333333333333
293	ENSP00000264110	0.16
294	ENSP00000364349	0.17391304347826086
295	ENSP00000229795	0.09433962264150944
296	ENSP00000304643	0.3076923076923077
297	ENSP00000377353	0.7
298	ENSP00000354859	0.625
299	ENSP00000373169	1
300	ENSP00000176183	1
301	ENSP00000306129	0.5
302	ENSP00000305742	0.3333333333333333
303	ENSP00000334051	0.5
304	ENSP00000375080	0.14285714285714285
305	ENSP00000222330	0.25
306	ENSP00000324806	0.125
307	ENSP00000408979	0.5
308	ENSP00000307078	0.5
309	ENSP00000393379	0.5
310	ENSP00000384517	1
311	ENSP00000403701	0.4
312	ENSP00000252939	1
313	ENSP00000369689	0.3076923076923077
314	ENSP00000326031	0.3333333333333333
315	ENSP00000378769	0.3333333333333333
316	ENSP00000341779	0.3333333333333333
317	ENSP00000261475	0.14285714285714285
318	ENSP00000418447	0.1875
319	ENSP00000221138	0.1875
320	ENSP00000324804	0.21428571428571427
321	ENSP00000311344	0.21428571428571427
322	ENSP00000325074	0.18181818181818182
323	ENSP00000377936	0.18181818181818182
324	ENSP00000335083	0.18181818181818182
325	ENSP00000264977	0.14285714285714285
326	ENSP00000261461	0.125
327	ENSP00000164133	0.125
328	ENSP00000412324	0.125
329	ENSP00000417963	0.125
330	ENSP00000337641	0.125
331	ENSP00000399970	0.18181818181818182
332	ENSP00000378974	0.08196721311475409
333	ENSP00000333685	0.09433962264150944
334	ENSP00000394560	0.08196721311475409
335	ENSP00000352157	0.08196721311475409
336	ENSP00000211287	0.09433962264150944
337	ENSP00000215659	0.09433962264150944
338	ENSP00000303540	1
339	ENSP00000370571	0.625
340	ENSP00000315299	0.3076923076923077
341	ENSP00000254079	0.8
342	ENSP00000419081	0.3076923076923077
343	ENSP00000308741	1
344	ENSP00000417378	0.1111111111111111
345	ENSP00000396045	0.2727272727272727
346	ENSP00000371886	0.2727272727272727
347	ENSP00000407546	0.6
348	ENSP00000349467	0.3076923076923077
349	ENSP00000272298	0.3076923076923077
350	ENSP00000291295	0.3076923076923077
351	bot	0
352	top	0
